slr_id,slr_year,missed_paper_key,missed_title,missed_year,missed_venue,missed_citation_count,missed_rank,venue_type,year_delta,age_bucket,open_access,language,in_acm,in_ieee,is_top10
doi:10.1016/j.jss.2020.110827,2021,doi:10.1016/j.jss.2020.110827,"A systematic literature review on Technical Debt prioritization: Strategies, processes, factors, and tools",2021,Journal of Systems and Software,120,43,journal,0,0-2y,True,en,False,False,False
doi:10.1016/j.jss.2020.110827,2021,doi:10.3390/info11070363,Applying DevOps Practices of Continuous Automation for Machine Learning,2020,Inf.,119,45,journal,1,0-2y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,ss:1eb131a34fbb508a9dd8b646950c65901d6f1a5b,Hidden Technical Debt in Machine Learning Systems,2015,Neural Information Processing Systems,1437,1,journal,9,6-10y,False,en,False,False,True
doi:10.48550/arxiv.2406.12026,2024,doi:10.1162/tacl_a_00461,ByT5: Towards a Token-Free Future with Pre-trained Byte-to-Byte Models,2021,Transactions of the Association for Computational Linguistics,691,2,journal,3,3-5y,True,en,False,False,True
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/ms.2012.167,Technical Debt: From Metaphor to Theory and Practice,2012,IEEE Software,674,4,journal,12,10y+,False,en,False,True,True
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/3097983.3098021,TFX: A TensorFlow-Based Production-Scale Machine Learning Platform,2017,Knowledge Discovery and Data Mining,465,5,journal,7,6-10y,True,en,True,False,True
doi:10.48550/arxiv.2406.12026,2024,ss:51891710e30da33c4ced4ae7daee1593e0cb5cc4,Machine Learning: The High Interest Credit Card of Technical Debt,2014,,326,8,unknown,10,6-10y,False,en,False,False,True
doi:10.48550/arxiv.2406.12026,2024,doi:10.4230/dagrep.6.4.110,Managing Technical Debt in Software Engineering (Dagstuhl Seminar 16162),2016,Dagstuhl Reports,318,9,journal,8,6-10y,False,en,False,False,True
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/icsme.2014.31,An Exploratory Study on Self-Admitted Technical Debt,2014,IEEE International Conference on Software Maintenance and Evolution,295,11,journal,10,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/bigdata.2017.8258038,The ML test score: A rubric for ML production readiness and technical debt reduction,2017,2017 IEEE International Conference on Big Data (Big Data),268,12,journal,7,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1515/cclm-2018-0658,Digital transformation in healthcare – architectures of present and future information technologies,2018,Clinical Chemistry and Laboratory Medicine,263,13,journal,6,6-10y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/2786805.2786848,Measure it? Manage it? Ignore it? software practitioners and technical debt,2015,ESEC/SIGSOFT FSE,246,14,journal,9,6-10y,False,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/tse.2017.2654244,Using Natural Language Processing to Automatically Detect Self-Admitted Technical Debt,2017,IEEE Transactions on Software Engineering,220,15,journal,7,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.48550/arxiv.2304.10778,"Evaluating the Code Quality of AI-Assisted Code Generation Tools: An Empirical Study on GitHub Copilot, Amazon CodeWhisperer, and ChatGPT",2023,arXiv.org,215,17,preprint,1,0-2y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,ss:48546c87b9666199e16f93a66b1d0b9d6bac115e,Refactoring for Software Design Smells: Managing Technical Debt,2014,,202,19,unknown,10,6-10y,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/1985362.1985366,Investigating the impact of design debt on software quality,2011,MTD '11,198,21,journal,13,10y+,False,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.25300/misq/2013/37.2.10,Design Capital and Design Moves: The Logic of Digital Business Strategy,2013,MIS Q.,198,22,journal,11,10y+,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/ms.2012.130,A Balancing Act: What Software Practitioners Have to Say about Technical Debt,2012,IEEE Software,186,24,journal,12,10y+,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/2901739.2901742,A Large-Scale Empirical Study on Self-Admitted Technical Debt,2016,IEEE Working Conference on Mining Software Repositories,176,25,journal,8,6-10y,False,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/1985362.1985364,An empirical model of technical debt and interest,2011,MTD '11,175,26,journal,13,10y+,False,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1007/s10664-017-9522-4,Identifying self-admitted technical debt in open source projects using text mining,2017,Empirical Software Engineering,174,27,journal,7,6-10y,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/wicsa-ecsa.212.17,In Search of a Metric for Managing Architectural Technical Debt,2012,2012 Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture,170,28,journal,12,10y+,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1038/s41467-022-33128-9,Technology readiness levels for machine learning systems,2020,Nature Communications,166,29,journal,4,3-5y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/mtd.2015.7332619,Detecting and quantifying different types of self-admitted technical Debt,2015,2015 IEEE 7th International Workshop on Managing Technical Debt (MTD),164,30,workshop,9,6-10y,True,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1147/jrd.2012.2204512,Assessing technical debt by identifying design flaws in software systems,2012,IBM Journal of Research and Development,162,31,journal,12,10y+,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/mtd.2014.9,Towards an Ontology of Terms on Technical Debt,2014,2014 Sixth International Workshop on Managing Technical Debt,157,32,workshop,10,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.5555/2666036.2666044,Using technical debt data in decision making: Potential decision approaches,2012,2012 Third International Workshop on Managing Technical Debt (MTD),156,33,workshop,12,10y+,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/1985362.1985370,A portfolio approach to technical debt management,2011,MTD '11,145,34,journal,13,10y+,False,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1007/s11219-013-9200-8,Comparing four approaches for technical debt identification,2013,Software quality journal,142,35,journal,11,10y+,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/ms.2012.129,Managing Technical Debt with the SQALE Method,2012,IEEE Software,139,36,journal,12,10y+,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/mtd.2012.6225997,The SQALE method for evaluating Technical Debt,2012,2012 Third International Workshop on Managing Technical Debt (MTD),139,37,workshop,12,10y+,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1186/s13174-015-0024-6,Social debt in software engineering: insights from industry,2015,Journal of Internet Services and Applications,136,38,journal,9,6-10y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/2460999.2461005,A case study on effectively identifying technical debt,2013,International Conference on Evaluation & Assessment in Software Engineering,135,39,journal,11,10y+,True,en,True,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/icse.2015.146,A Case Study in Locating the Architectural Roots of Technical Debt,2015,2015 IEEE/ACM 37th IEEE International Conference on Software Engineering,131,40,journal,9,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,ss:175db0bb8566c28e8ef607b50a70886e0785fe39,Making Contextual Decisions with Low Technical Debt,2016,,122,41,unknown,8,6-10y,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/saner.2016.72,Examining the Impact of Self-Admitted Technical Debt on Software Quality,2016,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",122,42,journal,8,6-10y,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1007/s10664-014-9351-7,Exploring the costs of technical debt management – a case study,2014,Empirical Software Engineering,120,44,journal,10,6-10y,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.3390/info11070363,Applying DevOps Practices of Continuous Automation for Machine Learning,2020,Inf.,119,45,journal,4,3-5y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1016/j.jss.2016.05.018,How do software development teams manage technical debt? - An empirical study,2016,Journal of Systems and Software,117,46,journal,8,6-10y,True,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1109/ms.2012.156,Estimating the Principal of an Application's Technical Debt,2012,IEEE Software,116,47,journal,12,10y+,False,en,False,True,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1016/j.infsof.2015.07.005,Investigating Architectural Technical Debt accumulation and refactoring over time: A multiple-case study,2015,Information and Software Technology,110,49,journal,9,6-10y,False,en,False,False,False
doi:10.48550/arxiv.2406.12026,2024,doi:10.1145/2884781.2884822,Identifying and Quantifying Architectural Debt,2016,International Conference on Software Engineering,110,50,journal,8,6-10y,True,en,True,False,False
doi:10.24251/hicss.2025.758,2025,ss:1eb131a34fbb508a9dd8b646950c65901d6f1a5b,Hidden Technical Debt in Machine Learning Systems,2015,Neural Information Processing Systems,1437,1,journal,10,6-10y,False,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1162/tacl_a_00461,ByT5: Towards a Token-Free Future with Pre-trained Byte-to-Byte Models,2021,Transactions of the Association for Computational Linguistics,691,2,journal,4,3-5y,True,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1016/j.jss.2014.12.027,A systematic mapping study on technical debt and its management,2015,Journal of Systems and Software,679,3,journal,10,6-10y,True,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1109/ms.2012.167,Technical Debt: From Metaphor to Theory and Practice,2012,IEEE Software,674,4,journal,13,10y+,False,en,False,True,True
doi:10.24251/hicss.2025.758,2025,doi:10.1145/3097983.3098021,TFX: A TensorFlow-Based Production-Scale Machine Learning Platform,2017,Knowledge Discovery and Data Mining,465,5,journal,8,6-10y,True,en,True,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1016/j.jss.2012.12.052,An exploration of technical debt,2013,Journal of Systems and Software,439,6,journal,12,10y+,False,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1145/1882362.1882373,Managing technical debt in software-reliant systems,2010,FoSER '10,425,7,journal,15,10y+,False,en,True,False,True
doi:10.24251/hicss.2025.758,2025,ss:51891710e30da33c4ced4ae7daee1593e0cb5cc4,Machine Learning: The High Interest Credit Card of Technical Debt,2014,,326,8,unknown,11,10y+,False,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.4230/dagrep.6.4.110,Managing Technical Debt in Software Engineering (Dagstuhl Seminar 16162),2016,Dagstuhl Reports,318,9,journal,9,6-10y,False,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1016/j.infsof.2015.10.008,Identification and management of technical debt: A systematic mapping study,2016,Information and Software Technology,301,10,journal,9,6-10y,True,en,False,False,True
doi:10.24251/hicss.2025.758,2025,doi:10.1109/icsme.2014.31,An Exploratory Study on Self-Admitted Technical Debt,2014,IEEE International Conference on Software Maintenance and Evolution,295,11,journal,11,10y+,False,en,False,True,False
doi:10.24251/hicss.2025.758,2025,doi:10.1109/bigdata.2017.8258038,The ML test score: A rubric for ML production readiness and technical debt reduction,2017,2017 IEEE International Conference on Big Data (Big Data),268,12,journal,8,6-10y,False,en,False,True,False
doi:10.24251/hicss.2025.758,2025,doi:10.1515/cclm-2018-0658,Digital transformation in healthcare – architectures of present and future information technologies,2018,Clinical Chemistry and Laboratory Medicine,263,13,journal,7,6-10y,True,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1145/2786805.2786848,Measure it? Manage it? Ignore it? software practitioners and technical debt,2015,ESEC/SIGSOFT FSE,246,14,journal,10,6-10y,False,en,True,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1109/tse.2017.2654244,Using Natural Language Processing to Automatically Detect Self-Admitted Technical Debt,2017,IEEE Transactions on Software Engineering,220,15,journal,8,6-10y,False,en,False,True,False
doi:10.24251/hicss.2025.758,2025,doi:10.1145/2160718.2160733,Managing Technical Debt,2012,Queue,216,16,journal,13,10y+,True,en,True,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.48550/arxiv.2304.10778,"Evaluating the Code Quality of AI-Assisted Code Generation Tools: An Empirical Study on GitHub Copilot, Amazon CodeWhisperer, and ChatGPT",2023,arXiv.org,215,17,preprint,2,0-2y,True,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1016/b978-0-12-385512-1.00002-5,Measuring and Monitoring Technical Debt,2011,Advances in Computing,207,18,journal,14,10y+,True,en,False,False,False
doi:10.24251/hicss.2025.758,2025,ss:48546c87b9666199e16f93a66b1d0b9d6bac115e,Refactoring for Software Design Smells: Managing Technical Debt,2014,,202,19,unknown,11,10y+,False,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1016/j.infsof.2018.05.010,"A tertiary study on technical debt: Types, management strategies, research trends, and base information for practitioners",2018,Information and Software Technology,200,20,journal,7,6-10y,False,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1145/1985362.1985366,Investigating the impact of design debt on software quality,2011,MTD '11,198,21,journal,14,10y+,False,en,True,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.25300/misq/2013/37.2.10,Design Capital and Design Moves: The Logic of Digital Business Strategy,2013,MIS Q.,198,22,journal,12,10y+,True,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1016/j.infsof.2015.04.001,The financial aspect of managing technical debt: A systematic literature review,2015,Information and Software Technology,191,23,journal,10,6-10y,True,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1109/ms.2012.130,A Balancing Act: What Software Practitioners Have to Say about Technical Debt,2012,IEEE Software,186,24,journal,13,10y+,False,en,False,True,False
doi:10.24251/hicss.2025.758,2025,doi:10.1145/2901739.2901742,A Large-Scale Empirical Study on Self-Admitted Technical Debt,2016,IEEE Working Conference on Mining Software Repositories,176,25,journal,9,6-10y,False,en,True,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1145/1985362.1985364,An empirical model of technical debt and interest,2011,MTD '11,175,26,journal,14,10y+,False,en,True,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1007/s10664-017-9522-4,Identifying self-admitted technical debt in open source projects using text mining,2017,Empirical Software Engineering,174,27,journal,8,6-10y,False,en,False,False,False
doi:10.24251/hicss.2025.758,2025,doi:10.1109/wicsa-ecsa.212.17,In Search of a Metric for Managing Architectural Technical Debt,2012,2012 Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture,170,28,journal,13,10y+,False,en,False,True,False
doi:10.24251/hicss.2025.758,2025,doi:10.1038/s41467-022-33128-9,Technology readiness levels for machine learning systems,2020,Nature Communications,166,29,journal,5,3-5y,True,en,False,False,False
